repo,org,system_id,model,total_gpus,comm_intensity,comm_intensity_measured,comm_intensity_reason
training_results_v6.0,Azure,2048xAzure_GB200,llama31_405b,8192,,False,unmeasured_no_scale_match
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu64,flux1,64,0.0,False,assumed_dp_default
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu64,dlrm_dcnv2,64,0.0,False,assumed_dp_default
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu64,llama2_70b_lora,64,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu64,gpt_oss_20b,64,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu64,llama31_8b,64,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu8,dlrm_dcnv2,8,0.0,False,assumed_dp_default
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu8,llama2_70b_lora,8,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu8,gpt_oss_20b,8,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75U-1U_ngpu8,llama31_8b,8,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75H-10U,dlrm_dcnv2,8,0.0,False,assumed_dp_default
training_results_v6.0,Quanta_Cloud_Technology,D75H-10U,llama2_70b_lora,8,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75H-10U,gpt_oss_20b,8,0.0,True,measured
training_results_v6.0,Quanta_Cloud_Technology,D75H-10U,llama31_8b,8,0.0,True,measured
training_results_v6.0,Google,gb200_nvl72_n64_ngc26.04_nemo,deepseekv3_671b,256,2.0794415416798357,True,measured
training_results_v6.0,Oracle,32GPU.GB300.4.NVL72,flux1,32,0.0,False,assumed_dp_default
training_results_v6.0,Oracle,8xMI355X_2xEPYC_9575F,llama31_8b,8,0.0,True,measured
training_results_v6.0,Oracle,512xMI300X_Xeon_8480,flux1,512,0.0,False,assumed_dp_default
training_results_v6.0,Oracle,72GPU.GB300.4.NVL72,flux1,72,0.0,False,assumed_dp_default
training_results_v6.0,Oracle,72GPU.GB300.4.NVL72,llama31_8b,72,0.0,True,measured
training_results_v6.0,Oracle,8GPU.GB300.4.NVL72,llama2_70b_lora,8,0.0,True,measured
training_results_v6.0,Oracle,8GPU.GB300.4.NVL72,gpt_oss_20b,8,0.0,True,measured
training_results_v6.0,Oracle,8GPU.GB300.4.NVL72,llama31_8b,8,0.0,True,measured
